loan_status,recoveries,total_pymnt,total_rec_int,total_rec_late_fee,total_rec_prncp,loan_amnt,term,int_rate,sub_grade,installment,issue_d,annual_inc,emp_length,emp_title,dti,verification_status,purpose,home_ownership,addr_state,zip_code,avg_cur_bal,delinq_2yrs,delinq_amnt,earliest_cr_line,inq_last_6mths,open_acc,open_il_12m,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_tl_90g_dpd_24m,percent_bc_gt_75,pub_rec,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bc_limit,revol_bal_joint,annual_inc_joint,dti_joint,verification_status_joint,dti_joint,loan_id
Charged Off,0.0,1525.93,339.9,0.0,1186.03,8000.0, 36 months,  9.16%,B2,255.0,Apr-2016,16000.0,,,6.15,Not Verified,home_improvement,OWN,FL,349xx,182.0,0.0,0.0,Mar-1995,1.0,7.0,0.0,0.0,4.0,8.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,1091.0,2.3%,0.0,1091.0,47600.0,11.0,1091.0,47600.0,,,,,,73770
Charged Off,2189.66,6087.16,2068.77,0.0,1828.73,20000.0, 60 months, 16.29%,D1,489.45,Apr-2016,63000.0,10+ years,IT support specialist,18.44,Verified,other,RENT,PA,168xx,2673.0,0.0,0.0,Nov-1999,0.0,15.0,1.0,0.0,7.0,12.0,6.0,14.0,18.0,0.0,33.3,0.0,0.0,21769.0,57.6%,0.0,37415.0,55271.0,24.0,37415.0,32400.0,,,,,,73777
Charged Off,1456.4,7354.18,1725.22,0.0,4172.56,10650.0, 36 months, 14.46%,C4,366.38,Apr-2016,65000.0,3 years,Private nurse,22.77,Verified,credit_card,OWN,CA,907xx,25245.0,0.0,0.0,Apr-2010,1.0,15.0,1.0,0.0,8.0,12.0,3.0,12.0,21.0,0.0,75.0,0.0,0.0,16989.0,56.3%,0.0,378673.0,410767.0,25.0,27430.0,17800.0,,,,,,73781
Charged Off,0.0,11012.83,2485.63,0.0,8527.2,12000.0, 36 months, 13.67%,C3,408.22,Apr-2016,48000.0,6 years,Billing Manager,25.4,Verified,debt_consolidation,RENT,CA,934xx,4438.0,0.0,0.0,Mar-1978,2.0,11.0,0.0,0.0,2.0,9.0,5.0,9.0,16.0,0.0,50.0,1.0,1.0,7393.0,51%,0.0,44380.0,57641.0,23.0,44380.0,3100.0,,,,,,73796
Charged Off,2270.51,6849.14,2330.72,0.0,2247.91,24000.0, 60 months, 15.31%,C5,574.88,Apr-2016,80000.0,2 years,sr credit manager,22.53,Verified,debt_consolidation,RENT,CA,900xx,6112.0,0.0,0.0,May-2005,0.0,9.0,1.0,0.0,5.0,18.0,5.0,7.0,22.0,0.0,80.0,0.0,0.0,16578.0,73.4%,0.0,55012.0,67339.0,27.0,55012.0,14200.0,,,,,,73798
Charged Off,493.53,851.23,126.8,0.0,230.9,5200.0, 36 months, 15.31%,C5,181.06,Apr-2016,39000.0,9 years,mechanic,8.65,Source Verified,major_purchase,MORTGAGE,TX,761xx,2784.0,0.0,0.0,Nov-1988,0.0,4.0,1.0,4.0,2.0,6.0,2.0,2.0,9.0,0.0,50.0,0.0,0.0,1545.0,81.3%,0.0,11134.0,54735.0,13.0,8946.0,1900.0,,,,,,73799
Charged Off,0.0,17336.06,5891.49,0.0,11444.57,21000.0, 60 months, 11.99%,C1,467.03,Apr-2016,60000.0,1 year,Customer Service ,21.56,Not Verified,debt_consolidation,RENT,PA,189xx,2014.0,0.0,0.0,Dec-1969,2.0,17.0,0.0,0.0,5.0,13.0,2.0,15.0,23.0,0.0,28.6,1.0,1.0,17561.0,53.1%,0.0,32225.0,62234.0,27.0,32225.0,17100.0,,,,,,73804
Charged Off,3522.22,9486.7,1614.19,0.0,4350.29,20000.0, 36 months, 11.99%,C1,664.2,Apr-2016,65000.0,10+ years,General Manager,21.34,Source Verified,debt_consolidation,RENT,CA,917xx,2802.0,0.0,0.0,Aug-1995,1.0,18.0,0.0,0.0,4.0,11.0,8.0,15.0,26.0,0.0,42.9,0.0,0.0,13637.0,51.7%,0.0,50440.0,86305.0,34.0,50440.0,18400.0,,,,,,73806
Charged Off,3270.0,19175.47,2220.05,30.86,13654.56,20000.0, 36 months,  6.97%,A3,617.27,Apr-2016,119000.0,10+ years,Account manager,15.57,Source Verified,debt_consolidation,OWN,NJ,070xx,12093.0,1.0,0.0,May-2003,0.0,21.0,0.0,0.0,10.0,15.0,3.0,19.0,26.0,0.0,50.0,1.0,0.0,87306.0,61.6%,0.0,241850.0,277821.0,31.0,107739.0,22600.0,,,,,,73811
Charged Off,2107.0,40713.34,8221.69,60.2,30324.45,35000.0, 36 months, 14.46%,C4,1204.06,Apr-2016,119325.0,2 years,STAFF RN,9.56,Verified,debt_consolidation,RENT,CA,951xx,5056.0,0.0,0.0,May-2007,0.0,7.0,0.0,0.0,4.0,7.0,7.0,6.0,13.0,0.0,100.0,0.0,0.0,23019.0,85.3%,0.0,35393.0,42000.0,20.0,35393.0,25000.0,,,,,,73823
Charged Off,4400.0,7496.41,2006.35,0.0,1090.06,10000.0, 60 months, 23.13%,F1,282.66,Apr-2016,70000.0,2 years,Business Analyst,36.24,Source Verified,debt_consolidation,RENT,MD,209xx,12113.0,0.0,0.0,Jun-2004,1.0,16.0,1.0,0.0,6.0,10.0,20.0,12.0,18.0,0.0,16.7,0.0,0.0,23222.0,41.3%,0.0,193815.0,237686.0,38.0,193815.0,22500.0,,,,,,73825
Charged Off,1917.6,5254.01,1707.88,0.0,1628.53,20000.0, 60 months, 15.31%,C5,479.06,Apr-2016,64500.0,< 1 year,driver,35.42,Not Verified,debt_consolidation,OWN,NY,147xx,3560.0,0.0,0.0,Sep-2008,0.0,21.0,3.0,0.0,6.0,11.0,13.0,16.0,17.0,0.0,9.1,1.0,1.0,15986.0,31.1%,0.0,74756.0,136954.0,30.0,74756.0,36200.0,,,,,,73840
Charged Off,1074.96,2638.6,1135.83,0.0,427.81,10275.0, 60 months, 27.34%,G1,315.85,Apr-2016,30000.0,,,27.24,Source Verified,debt_consolidation,RENT,CO,802xx,2011.0,0.0,0.0,Jan-2007,0.0,11.0,0.0,0.0,7.0,7.0,3.0,9.0,9.0,0.0,14.3,0.0,0.0,6777.0,40.6%,0.0,22116.0,38592.0,13.0,22116.0,13600.0,,,,,,73304
Charged Off,0.0,1788.72,1167.63,0.0,621.09,10775.0, 60 months, 22.45%,E5,300.36,Apr-2016,42000.0,5 years,Representative,14.54,Source Verified,debt_consolidation,RENT,NV,891xx,5218.0,0.0,0.0,Jan-2006,1.0,15.0,0.0,2.0,4.0,9.0,23.0,5.0,9.0,0.0,40.0,0.0,0.0,4307.0,39.9%,0.0,78267.0,69667.0,32.0,78267.0,10800.0,,,,,,74549
Charged Off,1379.81,7217.05,3446.82,0.0,2390.42,12000.0, 60 months, 21.18%,E3,325.86,Apr-2016,48000.0,1 year,Owner,25.83,Not Verified,debt_consolidation,RENT,AK,995xx,5978.0,0.0,0.0,Dec-1987,0.0,8.0,1.0,2.0,2.0,2.0,8.0,6.0,8.0,0.0,100.0,0.0,0.0,11565.0,66.1%,0.0,47824.0,59367.0,16.0,47824.0,9800.0,,,,,,74553
Charged Off,1887.3,22674.24,14397.15,0.0,6389.79,35000.0, 60 months, 28.34%,G3,1096.95,Apr-2016,130000.0,10+ years,IT Manager,27.92,Verified,debt_consolidation,OWN,GA,300xx,6230.0,1.0,0.0,Nov-2000,0.0,21.0,1.0,1.0,9.0,19.0,23.0,15.0,26.0,0.0,72.7,0.0,0.0,31082.0,81.2%,0.0,130824.0,160214.0,51.0,130824.0,35000.0,,,,,,75139
Charged Off,175.1,8253.83,1796.25,75.0,6207.48,7500.0, 36 months, 16.29%,D1,264.76,Apr-2016,25000.0,10+ years,School Crossing Guard ,10.51,Source Verified,debt_consolidation,RENT,NY,101xx,1660.0,0.0,0.0,Aug-2006,0.0,4.0,0.0,0.0,3.0,3.0,0.0,4.0,5.0,0.0,100.0,0.0,0.0,6639.0,66.4%,0.0,6639.0,10000.0,5.0,6639.0,5800.0,,,,,,75140
Fully Paid,0.0,5188.8277046363,188.83,0.0,5000.0,5000.0, 36 months,  5.32%,A1,150.58,Apr-2016,54000.0,10+ years,Health Unit Coordinator,20.29,Not Verified,debt_consolidation,MORTGAGE,MA,027xx,9127.0,0.0,0.0,Aug-1993,1.0,18.0,0.0,0.0,5.0,8.0,10.0,14.0,29.0,0.0,0.0,1.0,1.0,10983.0,18.2%,0.0,155154.0,246776.0,41.0,37540.0,46000.0,,,,,,57135
Charged Off,105.56,726.34,220.12,15.0,385.66,3000.0, 36 months, 11.99%,C1,99.63,Apr-2016,35000.0,2 years,Sculpter Artist,6.93,Not Verified,debt_consolidation,RENT,DE,198xx,800.0,0.0,0.0,Apr-2007,1.0,7.0,0.0,0.0,4.0,4.0,3.0,7.0,7.0,0.0,50.0,0.0,0.0,5598.0,43.7%,0.0,5598.0,12800.0,10.0,5598.0,8200.0,,,,,,75147
Charged Off,3420.33,16060.0,7966.77,0.0,4672.9,35000.0, 60 months, 22.45%,E5,975.64,Apr-2016,98500.0,10+ years,Analyzer Specialist,18.01,Verified,debt_consolidation,RENT,IL,620xx,6057.0,2.0,0.0,Nov-1996,2.0,12.0,2.0,0.0,3.0,8.0,15.0,8.0,24.0,1.0,0.0,0.0,0.0,9654.0,38%,0.0,66631.0,95253.0,40.0,66631.0,9820.0,,,,,,75149
Charged Off,1728.84,17864.58,8293.13,0.0,7842.61,16000.0, 60 months, 21.18%,E3,434.48,Apr-2016,82000.0,10+ years,Probation Officer,36.69,Not Verified,credit_card,OWN,NJ,080xx,2957.0,0.0,0.0,Aug-1986,0.0,36.0,1.0,0.0,11.0,26.0,9.0,33.0,37.0,0.0,30.4,0.0,0.0,40663.0,30.1%,0.0,106459.0,218243.0,46.0,106459.0,95500.0,,,,,,75153
Charged Off,60.0,272.46,81.94,0.0,130.52,6100.0, 36 months, 17.27%,D2,218.31,Apr-2016,40000.0,10+ years,Chef,29.94,Source Verified,debt_consolidation,RENT,OH,444xx,7310.0,0.0,0.0,Nov-1985,2.0,6.0,2.0,0.0,1.0,4.0,13.0,1.0,5.0,0.0,100.0,1.0,0.0,632.0,90.3%,0.0,43860.0,53206.0,18.0,43860.0,700.0,,,,,,75156
Charged Off,940.0,15727.25,8247.71,0.0,6539.54,16500.0, 60 months, 22.45%,E5,459.95,Apr-2016,100000.0,10+ years,Project Engineer/Project Manager,5.98,Not Verified,debt_consolidation,OWN,WA,990xx,1171.0,0.0,0.0,Nov-2001,2.0,11.0,0.0,0.0,7.0,10.0,3.0,11.0,15.0,0.0,100.0,0.0,0.0,12881.0,93.3%,0.0,12881.0,13800.0,19.0,12881.0,9400.0,,,,,,75169
Charged Off,160.29,9905.15,2338.35,0.0,7406.51,9650.0, 36 months, 15.31%,C5,335.99,Apr-2016,42368.0,10+ years,Assistant Director,22.61,Source Verified,debt_consolidation,RENT,GA,302xx,3320.0,1.0,0.0,Jul-2011,0.0,9.0,0.0,0.0,6.0,6.0,1.0,8.0,8.0,0.0,0.0,1.0,1.0,4576.0,38.5%,0.0,29882.0,45663.0,9.0,29882.0,10200.0,,,,,,75172
Charged Off,823.16,5511.68,806.31,0.0,3882.21,10000.0, 36 months,  7.89%,A5,312.86,Apr-2016,10400.0,,,15.01,Verified,debt_consolidation,MORTGAGE,MI,488xx,18349.0,0.0,0.0,Aug-1997,0.0,7.0,0.0,0.0,3.0,5.0,0.0,6.0,8.0,0.0,25.0,0.0,0.0,6879.0,47.4%,0.0,110095.0,119893.0,10.0,6879.0,13500.0,,38500.0,12.75,Not Verified,12.75,75187
Charged Off,2176.29,8453.26,3776.44,0.0,2500.53,18000.0, 60 months, 20.75%,E2,484.44,Apr-2016,64000.0,3 years,RN,29.78,Not Verified,debt_consolidation,RENT,TX,760xx,4039.0,0.0,0.0,Sep-2000,0.0,29.0,0.0,2.0,4.0,9.0,39.0,8.0,15.0,0.0,100.0,0.0,0.0,17674.0,65.9%,0.0,117135.0,121626.0,54.0,117135.0,14300.0,,,,,,75189
Charged Off,4482.79,26515.57,13156.56,0.0,8876.22,40000.0, 60 months, 21.97%,E4,1104.08,Apr-2016,195000.0,9 years,gsm,23.31,Verified,debt_consolidation,MORTGAGE,NJ,080xx,23672.0,0.0,0.0,Dec-2004,0.0,14.0,3.0,0.0,2.0,9.0,25.0,9.0,10.0,0.0,25.0,0.0,0.0,21789.0,38.2%,0.0,307734.0,382146.0,38.0,181558.0,57000.0,,,,,,75194
Charged Off,9467.39,21743.29,8488.06,0.0,3787.84,25000.0, 60 months, 27.34%,G1,768.48,Apr-2016,60871.0,10+ years,Qa tech,36.77,Not Verified,debt_consolidation,MORTGAGE,NC,281xx,13677.0,0.0,0.0,May-2002,0.0,12.0,0.0,0.0,5.0,6.0,15.0,7.0,10.0,0.0,60.0,0.0,0.0,20530.0,90.8%,0.0,164125.0,203466.0,29.0,39289.0,19100.0,,,,,,75137
Charged Off,1883.0,13745.67,4707.21,0.0,7155.46,11600.0, 60 months, 15.31%,C5,277.86,Apr-2016,60000.0,8 years,Branch Manager,18.08,Source Verified,debt_consolidation,MORTGAGE,TX,767xx,30416.0,0.0,0.0,Apr-2012,0.0,10.0,0.0,0.0,2.0,4.0,2.0,8.0,8.0,0.0,50.0,0.0,0.0,11352.0,63.4%,0.0,304161.0,319725.0,12.0,39608.0,9800.0,,,,,,75204
Fully Paid,0.0,3329.7826482812,329.78,0.0,3000.0,3000.0, 36 months,  9.75%,B3,96.45,Apr-2016,21736.0,< 1 year,Skillbuilder,21.7,Source Verified,moving,RENT,NY,112xx,851.0,0.0,0.0,Dec-2002,0.0,9.0,0.0,0.0,4.0,13.0,9.0,8.0,19.0,0.0,100.0,0.0,0.0,5665.0,40.8%,0.0,7662.0,18900.0,28.0,7662.0,3100.0,,,,,,88019
Charged Off,0.0,5864.62,2659.26,0.0,3205.36,25600.0, 60 months, 12.99%,C2,582.35,Apr-2016,83000.0,1 year,Body tech,28.01,Not Verified,credit_card,MORTGAGE,IN,467xx,11830.0,0.0,0.0,Nov-1995,1.0,15.0,2.0,0.0,3.0,5.0,20.0,7.0,16.0,0.0,100.0,0.0,0.0,15627.0,86.8%,0.0,153791.0,180670.0,38.0,73182.0,14000.0,,,,,,75208
Charged Off,1723.0,18592.42,2651.72,0.0,14217.7,17500.0, 36 months,  9.75%,B3,562.63,Apr-2016,46000.0,2 years,Supervisor,12.55,Not Verified,credit_card,RENT,NJ,080xx,2632.0,0.0,0.0,Mar-2003,1.0,8.0,0.0,0.0,6.0,7.0,1.0,7.0,9.0,0.0,50.0,0.0,0.0,18429.0,67%,0.0,18429.0,27650.0,11.0,18429.0,25550.0,,,,,,75209
Charged Off,0.0,4872.55,1838.38,0.0,3034.17,15000.0, 60 months, 10.75%,B4,324.27,Apr-2016,68500.0,5 years,Accounting,18.89,Not Verified,debt_consolidation,RENT,CA,928xx,2729.0,0.0,0.0,Oct-1996,0.0,14.0,0.0,0.0,6.0,11.0,3.0,13.0,13.0,0.0,27.3,0.0,0.0,35569.0,56.1%,0.0,38204.0,67735.0,16.0,38204.0,53000.0,,,,,,75220
Charged Off,2562.39,4481.15,1148.43,0.0,770.33,25000.0, 60 months, 18.99%,D4,648.38,Apr-2016,75000.0,10+ years,supervisor,12.11,Not Verified,credit_card,OWN,CA,923xx,1929.0,0.0,0.0,Mar-1995,2.0,13.0,2.0,0.0,2.0,6.0,3.0,12.0,29.0,0.0,25.0,1.0,1.0,3093.0,9.3%,0.0,23148.0,53200.0,35.0,23148.0,17200.0,,,,,,75223
Charged Off,10108.0,27066.99,8165.73,36.71,8756.55,30000.0, 60 months, 16.29%,D1,734.18,Apr-2016,125000.0,6 years,Budget Analyst,15.85,Source Verified,debt_consolidation,RENT,MD,208xx,6572.0,0.0,0.0,Aug-1996,0.0,16.0,1.0,1.0,5.0,17.0,11.0,10.0,32.0,0.0,42.9,0.0,0.0,22093.0,64.4%,0.0,105154.0,138760.0,44.0,105154.0,30600.0,,,,,,75237
Charged Off,0.0,7035.17,3456.85,0.0,3578.32,14400.0, 60 months, 16.29%,D1,352.41,Apr-2016,36000.0,4 years,Surgery scheduler,4.4,Not Verified,debt_consolidation,RENT,HI,968xx,1153.0,0.0,0.0,Sep-2000,0.0,4.0,0.0,0.0,2.0,8.0,7.0,4.0,11.0,0.0,100.0,1.0,1.0,4611.0,33.7%,0.0,4611.0,13700.0,18.0,4611.0,4700.0,,,,,,75239
Charged Off,19989.06,28704.78,4753.63,0.0,3962.09,35000.0, 60 months, 17.27%,D2,874.93,Apr-2016,525000.0,10+ years,Managing Director,12.36,Verified,home_improvement,MORTGAGE,CT,068xx,89953.0,0.0,0.0,May-1995,5.0,16.0,0.0,0.0,6.0,12.0,8.0,11.0,25.0,0.0,33.3,0.0,0.0,309769.0,89%,0.0,1349302.0,1485495.0,40.0,147193.0,83880.0,,,,,,75243
Charged Off,0.0,12501.33,1550.41,0.0,10950.92,15000.0, 36 months,  6.97%,A3,462.96,Apr-2016,70000.0,10+ years,Owner,17.33,Not Verified,debt_consolidation,RENT,CA,920xx,4081.0,0.0,0.0,Feb-1997,0.0,12.0,1.0,0.0,4.0,10.0,3.0,10.0,19.0,0.0,60.0,1.0,1.0,14585.0,31.8%,0.0,48966.0,88616.0,23.0,48966.0,31000.0,,,,,,75244
Charged Off,793.81,3109.18,657.28,0.0,1658.09,14000.0, 36 months, 11.99%,C1,464.94,Apr-2016,75000.0,4 years,credit analyst,19.12,Source Verified,credit_card,OWN,IL,600xx,18860.0,1.0,0.0,Aug-1992,1.0,15.0,1.0,0.0,5.0,8.0,2.0,13.0,20.0,0.0,80.0,0.0,0.0,45595.0,67.1%,0.0,245186.0,273000.0,28.0,59975.0,53100.0,,,,,,75245
Charged Off,1160.88,11127.34,7021.3,62.26,2882.9,22025.0, 60 months, 23.13%,F1,622.55,Apr-2016,64000.0,5 years,Clinical Application Analyst ,25.52,Verified,debt_consolidation,MORTGAGE,VA,234xx,48508.0,1.0,0.0,Feb-2001,1.0,7.0,2.0,1.0,1.0,6.0,12.0,3.0,11.0,0.0,100.0,0.0,0.0,12724.0,65%,0.0,339556.0,355855.0,24.0,101928.0,7000.0,,,,,,75246
Charged Off,859.31,27729.69,7397.81,0.0,19472.57,24000.0, 60 months, 11.47%,B5,527.47,Apr-2016,55000.0,1 year,Area Supervisor,17.85,Verified,credit_card,MORTGAGE,OH,435xx,2880.0,0.0,0.0,Feb-2003,0.0,9.0,0.0,0.0,4.0,13.0,11.0,7.0,23.0,0.0,50.0,1.0,1.0,18748.0,63.6%,0.0,23036.0,52429.0,37.0,23036.0,23700.0,,,,,,75255
Charged Off,4648.0,13644.83,3717.93,0.0,5278.9,15000.0, 60 months, 13.67%,C3,346.47,Apr-2016,42000.0,8 years,Store Manager,21.86,Not Verified,debt_consolidation,RENT,FL,334xx,2949.0,0.0,0.0,Dec-2003,0.0,7.0,0.0,0.0,4.0,7.0,4.0,6.0,9.0,0.0,40.0,1.0,1.0,13947.0,68.4%,0.0,20642.0,33085.0,13.0,20642.0,19400.0,,,,,,75205
Charged Off,3385.51,10062.56,4271.15,0.0,2405.9,35000.0, 60 months, 21.97%,E4,966.07,Apr-2016,120000.0,2 years,Clerk Typist,11.03,Source Verified,debt_consolidation,MORTGAGE,NY,109xx,33997.0,0.0,0.0,Oct-2003,0.0,12.0,1.0,0.0,6.0,9.0,20.0,10.0,13.0,0.0,62.5,0.0,0.0,29344.0,80.6%,0.0,373962.0,388163.0,36.0,41166.0,34400.0,,,,,,75133
Charged Off,1410.98,6165.55,2763.18,0.0,1991.39,12000.0, 60 months, 19.99%,E1,317.86,Apr-2016,80000.0,2 years,Service Manager,12.56,Verified,debt_consolidation,MORTGAGE,TX,764xx,22410.0,0.0,0.0,May-2007,0.0,8.0,3.0,0.0,3.0,5.0,8.0,3.0,6.0,0.0,33.3,0.0,0.0,5118.0,61.7%,0.0,179277.0,187377.0,15.0,77646.0,8300.0,,,,,,75130
Charged Off,2476.78,19917.5,7146.86,0.0,10293.86,28000.0, 60 months, 13.67%,C3,646.74,Apr-2016,130000.0,10+ years,RN,15.23,Verified,credit_card,MORTGAGE,CA,925xx,7651.0,0.0,0.0,Sep-1998,2.0,10.0,0.0,0.0,5.0,6.0,3.0,9.0,12.0,0.0,80.0,1.0,0.0,34766.0,66%,1.0,76516.0,104719.0,15.0,76516.0,40550.0,,,,,,75112
Charged Off,16949.0,23529.48,2871.41,0.0,3709.07,35000.0, 36 months, 19.99%,E1,1300.55,Apr-2016,145000.0,10+ years,Director of Nursing,21.26,Source Verified,debt_consolidation,OWN,FL,331xx,23446.0,1.0,0.0,Apr-2002,0.0,17.0,3.0,1.0,4.0,13.0,13.0,11.0,17.0,0.0,42.9,0.0,0.0,23306.0,74%,0.0,398581.0,441713.0,35.0,74589.0,28400.0,,,,,,75024
Charged Off,1250.37,3568.84,1127.87,0.0,1190.6,11000.0, 60 months, 14.46%,C4,258.59,Apr-2016,110000.0,10+ years,Software Developer,22.87,Source Verified,debt_consolidation,MORTGAGE,MD,211xx,13779.0,0.0,0.0,Dec-2000,1.0,25.0,1.0,4.0,6.0,12.0,13.0,15.0,19.0,0.0,12.5,0.0,0.0,41654.0,70.6%,0.0,344486.0,394993.0,37.0,103639.0,12700.0,,,,,,75025
Charged Off,0.0,9198.09,4502.94,0.0,4695.15,27700.0, 36 months, 21.97%,E4,1057.45,Apr-2016,63000.0,< 1 year,Specialist,38.03,Not Verified,credit_card,MORTGAGE,AZ,850xx,20128.0,0.0,0.0,Nov-2002,0.0,11.0,0.0,3.0,4.0,9.0,19.0,4.0,11.0,0.0,0.0,1.0,0.0,12264.0,64.9%,1.0,221403.0,247730.0,32.0,107519.0,18900.0,,,,,,75029
Charged Off,2591.81,10477.48,3534.66,0.0,4351.01,16000.0, 60 months, 14.46%,C4,376.12,Apr-2016,72000.0,10+ years,OPERATIONS MANAGER,18.32,Source Verified,debt_consolidation,MORTGAGE,FL,327xx,14973.0,0.0,0.0,Nov-2005,0.0,15.0,0.0,0.0,5.0,7.0,5.0,13.0,20.0,0.0,80.0,1.0,1.0,20428.0,72.7%,0.0,224588.0,276734.0,27.0,38599.0,14800.0,,,,,,75035
Charged Off,1315.76,10682.35,6270.41,0.0,3096.18,12225.0, 60 months, 28.99%,G5,387.97,Apr-2016,34000.0,3 years,Teacher,30.04,Verified,major_purchase,RENT,IN,465xx,12606.0,0.0,0.0,Sep-2008,2.0,6.0,1.0,0.0,3.0,3.0,5.0,3.0,3.0,0.0,66.7,0.0,0.0,13403.0,91.2%,0.0,75638.0,86358.0,8.0,75638.0,14700.0,,,,,,75036
Charged Off,1357.82,12839.78,6818.44,0.0,4663.52,25000.0, 60 months, 21.18%,E3,678.87,Apr-2016,65000.0,5 years,Lvn,27.95,Source Verified,debt_consolidation,RENT,TX,779xx,4395.0,0.0,0.0,Mar-1984,2.0,17.0,1.0,0.0,2.0,4.0,31.0,10.0,12.0,0.0,0.0,0.0,0.0,8579.0,18.6%,0.0,70315.0,125775.0,43.0,70315.0,29200.0,,,,,,75039
Fully Paid,0.0,13002.487803674,1002.49,0.0,12000.0,12000.0, 36 months,  5.32%,A1,361.38,Apr-2016,65000.0,9 years,Team Leader,18.11,Not Verified,debt_consolidation,MORTGAGE,AZ,852xx,51216.0,0.0,0.0,May-1995,0.0,7.0,0.0,0.0,2.0,12.0,2.0,5.0,15.0,0.0,0.0,0.0,0.0,48970.0,21.8%,0.0,358509.0,447523.0,19.0,74952.0,44600.0,,,,,,82351
Charged Off,2645.0,21079.14,4432.66,32.51,13968.97,18900.0, 36 months, 14.46%,C4,650.19,Apr-2016,43000.0,3 years,Manager,21.1,Verified,debt_consolidation,RENT,FL,331xx,2055.0,0.0,0.0,Nov-2005,0.0,7.0,0.0,0.0,3.0,5.0,4.0,6.0,11.0,0.0,66.7,0.0,0.0,10230.0,57.2%,0.0,14383.0,41125.0,15.0,14383.0,5400.0,,,,,,75041
Charged Off,5950.0,21000.01,1653.81,0.0,13396.2,25000.0, 36 months,  5.32%,A1,752.87,Apr-2016,130000.0,9 years,Firefighter,8.45,Not Verified,debt_consolidation,MORTGAGE,PA,191xx,7881.0,0.0,0.0,Apr-2001,1.0,26.0,0.0,0.0,4.0,24.0,5.0,23.0,39.0,0.0,7.1,0.0,0.0,25963.0,12.1%,0.0,197020.0,426881.0,48.0,29927.0,150100.0,,,,,,75042
Charged Off,5500.0,8836.33,894.13,0.0,2442.2,20000.0, 36 months,  9.75%,B3,643.0,Apr-2016,85000.0,4 years,Registered Nurse,30.82,Verified,credit_card,MORTGAGE,NJ,070xx,26838.0,0.0,0.0,Mar-1993,0.0,16.0,0.0,0.0,8.0,10.0,0.0,13.0,20.0,0.0,100.0,0.0,0.0,136636.0,93%,0.0,375743.0,458950.0,21.0,68017.0,63950.0,,,,,,75043
Charged Off,47.82,2526.58,738.45,0.0,1740.31,2400.0, 36 months, 19.53%,D5,88.62,Apr-2016,15000.0,,,34.24,Verified,credit_card,MORTGAGE,LA,705xx,2768.0,0.0,0.0,Sep-2005,3.0,6.0,1.0,1.0,3.0,5.0,2.0,5.0,8.0,0.0,66.7,0.0,0.0,2189.0,45.2%,0.0,16608.0,20300.0,11.0,16608.0,1900.0,,,,,,75045
Charged Off,570.72,1401.26,290.88,0.0,539.66,6000.0, 36 months, 15.31%,C5,208.91,Apr-2016,19500.0,8 years,Night Auditor,20.86,Verified,debt_consolidation,RENT,TN,378xx,1338.0,0.0,0.0,Oct-2007,0.0,8.0,1.0,0.0,4.0,6.0,1.0,7.0,12.0,0.0,100.0,1.0,1.0,8988.0,70.2%,0.0,10704.0,14800.0,13.0,10704.0,7300.0,,,,,,75049
Charged Off,3335.82,12904.24,6111.59,39.03,3417.8,28000.0, 60 months, 22.45%,E5,780.52,Apr-2016,228500.0,2 years,Director,9.63,Source Verified,debt_consolidation,MORTGAGE,FL,331xx,63815.0,0.0,0.0,Jun-1998,0.0,7.0,0.0,0.0,4.0,10.0,2.0,6.0,17.0,0.0,100.0,0.0,0.0,84978.0,91%,0.0,446704.0,473683.0,22.0,84978.0,74000.0,,,,,,75056
Charged Off,0.0,8092.13,819.55,0.0,7272.58,8000.0, 36 months,  6.49%,A2,245.16,Apr-2016,90000.0,,,29.62,Verified,home_improvement,RENT,VA,234xx,6647.0,2.0,0.0,Jun-1996,0.0,15.0,2.0,2.0,0.0,6.0,16.0,11.0,23.0,1.0,0.0,0.0,0.0,636.0,1.6%,0.0,99703.0,152624.0,42.0,99703.0,6200.0,,,,,,75063
Charged Off,1375.22,2882.96,726.31,0.0,781.43,22000.0, 60 months, 13.67%,C3,508.15,Apr-2016,62000.0,1 year,Driver,24.04,Not Verified,credit_card,OWN,PA,191xx,2607.0,0.0,0.0,May-2004,2.0,14.0,0.0,0.0,8.0,12.0,5.0,13.0,16.0,0.0,44.4,0.0,0.0,29217.0,62.6%,0.0,36496.0,63079.0,21.0,36496.0,41300.0,,,,,,75067
Charged Off,0.0,2376.85,1336.38,0.0,1040.47,24000.0, 60 months, 17.27%,D2,599.96,Apr-2016,58000.0,9 years,Product Safety Coordinator,26.46,Verified,debt_consolidation,RENT,OR,975xx,3199.0,0.0,0.0,Oct-1995,3.0,12.0,0.0,0.0,7.0,13.0,1.0,11.0,21.0,0.0,100.0,0.0,0.0,32124.0,96%,0.0,38394.0,41300.0,22.0,53160.0,17300.0,,,,,,75069
